YOM,Brand,Car_Name,Kms_Driven,Fuel_Type,Owner_Type,Transmission_Type,Price_in_Lakhs,Emi_per_Month,Location
2017,Hyundai,Hyundai Elite i20 SPORTZ 1.2,39646,Petrol,1st owner,Manual,5.14,10049,Hyderabad
2024,Tata,Tata ALTROZ XZ + SUNROOF,4517,Petrol,1st owner,Manual,8.15,15513,Hyderabad
2015,Toyota,Toyota Etios G,70388,Petrol,1st owner,Manual,3.77,7370,Hyderabad
2016,Hyundai,Hyundai Creta SX 1.6 DIESEL,49364,Diesel,1st owner,Manual,8.59,16351,Hyderabad
2016,Volkswagen,Volkswagen Ameo HIGHLINE1.2L,94518,Petrol,1st owner,Manual,3.83,7488,Hyderabad
2016,Renault,Renault Kwid RXT 1.0 AMT,18999,Petrol,1st owner,Manual,2.91,5689,Hyderabad
2018,Tata,Tata NEXON XZA PLUS PETROL,24875,Petrol,1st owner,Manual,7.83,15308,Hyderabad
2020,Maruti,Maruti New Wagon-R VXI 1.2,16858,Petrol,1st owner,Manual,5.05,9873,Hyderabad
2020,Tata,Tata NEXON XZ PLUS PETROL SUNROOF,39276,Petrol,1st owner,Manual,7.99,15621,Hyderabad
2019,Renault,Renault Kwid RXT 1.0 AMT (O),28822,Petrol,1st owner,Manual,3.63,7097,Hyderabad
2023,Maruti,Maruti Dzire ZXI,9950,Petrol,1st owner,Manual,7.26,14193,Hyderabad
2016,Maruti,Maruti Vitara Brezza ZDI PLUS DUAL TONE,79484,Diesel,3rd owner,Manual,6.27,12258,Hyderabad
2019,Mahindra,Mahindra XUV500 W11 AT,54855,Diesel,1st owner,Automatic,12.37,23545,Hyderabad
2018,Maruti,Maruti Baleno ZETA CVT PETROL 1.2,33201,Petrol,1st owner,Automatic,6.28,12278,Hyderabad
2013,Hyundai,Hyundai i10 MAGNA 1.1,7287,Petrol,1st owner,Manual,2.56,6741,Hyderabad
2021,Tata,Tata NEXON XZ PLUS PETROL,5081,Petrol,1st owner,Manual,8.67,16503,Hyderabad
2019,Renault,Renault Kwid RXT 1.0 AMT (O),50145,Petrol,1st owner,Manual,3.67,7175,Hyderabad
2019,Maruti,Maruti New Wagon-R LXI CNG 1.0,90297,CNG,1st owner,Manual,5.06,9892,Hyderabad
2018,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,13458,Petrol,1st owner,Automatic,4.69,9169,Hyderabad
2018,Maruti,Maruti Celerio ZXI,19346,Petrol,2nd owner,Manual,4.14,8094,Hyderabad
2017,Maruti,Maruti Wagon R 1.0 VXI+,28977,Petrol,1st owner,Manual,3.91,7644,Hyderabad
2015,Toyota,Toyota Corolla Altis VL CVT PETROL,93441,Petrol,2nd owner,Automatic,6.21,12141,Hyderabad
2017,Maruti,Maruti Baleno ZETA PETROL 1.2,67890,Petrol,1st owner,Manual,5.01,9795,Hyderabad
2015,Maruti,Maruti Ertiga VXI,65478,Petrol,2nd owner,Manual,5.15,10068,Hyderabad
2021,Maruti,Maruti New Wagon-R LXI CNG 1.0,34240,CNG,1st owner,Manual,5.35,10467,Hyderabad
2016,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,60962,CNG,1st owner,Automatic,3.98,8853,Hyderabad
2016,Ford,Ford Ecosport TITANIUM+ 1.5L DIESEL,99969,Diesel,1st owner,Manual,5.47,10694,Hyderabad
2015,Honda,Honda Brio VX AT,36284,Petrol,1st owner,Automatic,4.05,7914,Hyderabad
2018,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,24692,Petrol,1st owner,Automatic,4.71,9208,Hyderabad
2018,Tata,Tata Tiago XZA PETROL,42887,Petrol,2nd owner,Manual,4.41,8622,Hyderabad
2017,Honda,Honda WR-V 1.2L I-VTEC VX MT,40296,Petrol,1st owner,Manual,5.85,11437,Hyderabad
2019,Tata,Tata Tiago XZA PETROL,21327,Petrol,2nd owner,Manual,4.6,8986,Hyderabad
2021,Hyundai,Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,9290,Petrol,1st owner,Manual,6.75,13196,Hyderabad
2016,Hyundai,Hyundai Creta SX PLUS AT 1.6 PETROL,86239,Petrol,2nd owner,Automatic,7.71,15073,Hyderabad
2014,Honda,Honda City 1.5L I-VTEC VX,45453,Petrol,1st owner,Manual,5.13,11411,Hyderabad
2017,Hyundai,Hyundai Elite i20 ASTA 1.2,34978,Petrol,1st owner,Manual,5.7,11144,Hyderabad
2015,Maruti,Maruti Wagon R 1.0 LXI CNG,50895,CNG,2nd owner,Manual,3.13,8232,Hyderabad
2021,Toyota,Toyota URBAN CRUISER HIGH GRADE MT,22801,Petrol,1st owner,Manual,8.37,15935,Hyderabad
2022,Mahindra,Mahindra XUV300 W8 (O) 1.2 PETROL AMT,13923,Petrol,1st owner,Manual,10.76,20475,Hyderabad
2015,Hyundai,Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,45265,Petrol,1st owner,Automatic,4.24,8289,Hyderabad
2018,Maruti,Maruti Wagon R 1.0 LXI CNG,45233,CNG,1st owner,Manual,4.0,7811,Hyderabad
2021,Nissan,Nissan MAGNITE XL TURBO,49789,Petrol,1st owner,Manual,6.37,12453,Hyderabad
2017,Renault,Renault Kwid RXL,39874,Petrol,1st owner,Manual,2.47,4829,Hyderabad
2022,Maruti,Maruti S PRESSO VXI+,18822,Petrol,2nd owner,Manual,4.05,7924,Hyderabad
2014,Hyundai,Hyundai Xcent S 1.2,33708,Petrol,1st owner,Manual,3.66,8141,Hyderabad
2019,Tata,Tata TIGOR XZA PLUS PETROL,61191,Petrol,1st owner,Manual,4.77,9325,Hyderabad
2014,Honda,Honda Amaze 1.2L I-VTEC S,86775,Petrol,1st owner,Manual,3.42,7608,Hyderabad
2021,Maruti,Maruti Baleno DELTA PETROL 1.2,59587,Petrol,2nd owner,Manual,5.87,11476,Hyderabad
2016,Volkswagen,Volkswagen Vento HIGHLINE PETROL AT,91760,Petrol,1st owner,Automatic,5.14,10049,Hyderabad
2018,Tata,Tata Tiago XZA PETROL,23633,Petrol,1st owner,Manual,4.49,8778,Hyderabad
2013,Renault,Renault Duster RXL PETROL,38579,Petrol,1st owner,Manual,3.74,9849,Hyderabad
2023,Hyundai,Hyundai NEW I20 ASTA (O) 1.2 AT,13095,Petrol,2nd owner,Automatic,9.24,17584,Hyderabad
2019,Maruti,Maruti S PRESSO VXI+,8828,Petrol,1st owner,Manual,4.02,7859,Hyderabad
2017,Renault,Renault Kwid RXT 1.0 AMT (O),63582,Petrol,1st owner,Manual,3.07,6002,Hyderabad
2022,Honda,Honda Amaze 1.2L I-VTEC VX CVT,14572,Petrol,1st owner,Automatic,7.82,15288,Hyderabad
2016,Maruti,Maruti Baleno ZETA DIESEL 1.3,71993,Diesel,1st owner,Manual,5.37,10498,Hyderabad
2019,Maruti,Maruti Celerio ZXI,58015,Petrol,1st owner,Manual,4.28,8367,Hyderabad
2015,Maruti,Maruti Swift Dzire VXI,43294,Petrol,1st owner,Manual,4.16,8133,Hyderabad
2016,Maruti,Maruti Wagon R 1.0 VXI AMT,38149,Petrol,1st owner,Manual,3.46,6764,Hyderabad
2021,Toyota,Toyota URBAN CRUISER HIGH GRADE MT,20372,Petrol,1st owner,Manual,8.44,16065,Hyderabad
2017,Honda,Honda WR-V 1.2L I-VTEC S MT,42977,Petrol,1st owner,Manual,5.33,10420,Hyderabad
2016,Volkswagen,Volkswagen Vento HIGHLINE PETROL AT,38955,Petrol,1st owner,Automatic,5.88,11496,Hyderabad
2017,Maruti,Maruti Baleno ZETA PETROL 1.2,80598,Petrol,1st owner,Manual,5.19,10147,Hyderabad
2016,Maruti,Maruti Baleno ALPHA PETROL 1.2,79561,Petrol,2nd owner,Manual,4.78,9345,Hyderabad
2023,Hyundai,Hyundai GRAND I10 NIOS ERA 1.2 KAPPA VTVT,1520,Petrol,1st owner,Automatic,5.7,11144,Hyderabad
2017,Maruti,Maruti Dzire VDI AMT,76606,Diesel,1st owner,Manual,5.61,10972,Hyderabad
2014,Maruti,Maruti Swift Dzire ZXI,37126,Petrol,1st owner,Manual,4.3,9557,Hyderabad
2017,Maruti,Maruti IGNIS DELTA 1.2 AMT,55777,Petrol,1st owner,Manual,4.58,8954,Hyderabad
2021,Tata,Tata Safari XZA PLUS 6S,60229,Diesel,1st owner,Manual,16.5,31406,Hyderabad
2017,Mahindra,Mahindra XUV500 W10 AT,82071,Diesel,1st owner,Automatic,9.85,18749,Hyderabad
2014,Maruti,Maruti Wagon R 1.0 LXI CNG,61517,CNG,1st owner,Manual,3.15,10471,Hyderabad
2017,Maruti,Maruti Baleno DELTA PETROL 1.2,33272,Petrol,2nd owner,Manual,4.67,9130,Hyderabad
2022,Tata,Tata ALTROZ XT PETROL,4876,Petrol,1st owner,Manual,6.64,12973,Hyderabad
2016,Maruti,Maruti Vitara Brezza ZDI PLUS DUAL TONE,74826,Diesel,2nd owner,Manual,6.59,12884,Hyderabad
2018,Hyundai,Hyundai Creta SX (O) 1.6 PETROL,58981,Petrol,1st owner,Manual,8.82,16788,Hyderabad
2013,Maruti,Maruti Swift VXI,53590,Petrol,1st owner,Manual,3.42,9006,Hyderabad
2021,Honda,Honda Amaze 1.2L I-VTEC V,38070,Petrol,1st owner,Manual,6.2,12121,Hyderabad
2013,Hyundai,Hyundai i20 MAGNA 1.2,31439,Petrol,2nd owner,Manual,3.04,8005,Hyderabad
2016,Volkswagen,Volkswagen Ameo HIGHLINE1.2L,18139,Petrol,1st owner,Manual,4.51,8817,Hyderabad
2017,Maruti,Maruti Celerio VXI CNG,117172,CNG,1st owner,Manual,3.61,8030,Hyderabad
2017,Hyundai,Hyundai Verna 1.6 VTVT SX,59993,Petrol,1st owner,Automatic,6.63,12962,Hyderabad
2020,Maruti,Maruti New Wagon-R LXI CNG (O) 1.0,34220,CNG,1st owner,Manual,5.26,10283,Hyderabad
2020,Maruti,Maruti Vitara Brezza ZXI PLUS AT SHVS,30996,Petrol,1st owner,Automatic,9.24,17583,Hyderabad
2020,Maruti,Maruti S PRESSO VXI PLUS AMT,26465,Petrol,1st owner,Manual,4.27,8348,Hyderabad
2019,Hyundai,Hyundai NEW SANTRO SPORTZ AMT,9713,Petrol,1st owner,Manual,4.75,9286,Hyderabad
2016,Volkswagen,Volkswagen Vento HIGHLINE PETROL AT,57550,Petrol,2nd owner,Automatic,4.92,9619,Hyderabad
2017,Maruti,Maruti Baleno ZETA CVT PETROL 1.2,76341,Petrol,1st owner,Automatic,5.64,11030,Hyderabad
2024,Tata,Tata Tiago XT RHYTHM PETROL,1093,Petrol,1st owner,Manual,6.29,12297,Hyderabad
2019,Hyundai,Hyundai Elite i20 SPORTZ PLUS 1.2 CVT,46678,CNG,2nd owner,Automatic,6.54,12786,Hyderabad
2018,Maruti,Maruti Celerio VXI CNG,41938,CNG,2nd owner,Manual,4.02,7868,Hyderabad
2014,Maruti,Maruti Ertiga VXI CNG,69928,CNG,1st owner,Manual,5.89,19573,Hyderabad
2013,Volkswagen,Volkswagen Polo COMFORTLINE 1.2L PETROL,53254,Petrol,1st owner,Manual,3.01,7930,Hyderabad
2018,Maruti,Maruti Wagon R 1.0 LXI CNG,54648,CNG,2nd owner,Manual,3.76,7351,Hyderabad
2021,Tata,Tata PUNCH CREATIVE 1.2 RTN DUAL TONE,41702,Petrol,2nd owner,Automatic,6.57,12844,Hyderabad
2014,Maruti,Maruti Wagon R 1.0 LXI CNG,55561,CNG,1st owner,Manual,3.11,10322,Hyderabad
2015,Hyundai,Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,46330,Petrol,1st owner,Automatic,4.19,8192,Hyderabad
2017,Datsun,Datsun Go Plus T,33977,Petrol,2nd owner,Manual,2.77,5415,Hyderabad
2014,Honda,Honda City 1.5L I-VTEC SV,54836,Petrol,2nd owner,Manual,4.25,9454,Hyderabad
2021,Maruti,Maruti Baleno ZETA CVT PETROL 1.2,29796,Petrol,1st owner,Automatic,7.21,14096,Hyderabad
2014,Maruti,Maruti Wagon R 1.0 LXI CNG,123047,CNG,2nd owner,Manual,2.68,8901,Hyderabad
2018,Maruti,Maruti Alto K10 VXI,22969,Petrol,1st owner,Manual,3.03,5924,Hyderabad
2018,Maruti,Maruti IGNIS ZETA 1.2 AMT,19652,Petrol,1st owner,Manual,5.14,10049,Hyderabad
2022,Maruti,Maruti XL6 ALPHA PLUS AT,22421,Petrol,1st owner,Automatic,12.32,23450,Hyderabad
2016,Renault,Renault Kwid RXT 0.8,45462,Petrol,1st owner,Manual,2.69,5259,Hyderabad
2021,Maruti,Maruti New Wagon-R ZXI 1.2 AMT,25217,Petrol,1st owner,Manual,5.83,11398,Hyderabad
2018,Maruti,Maruti Baleno DELTA PETROL 1.2,55955,Petrol,1st owner,Manual,4.6,8993,Hyderabad
2019,Hyundai,Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,20711,Petrol,1st owner,Manual,5.96,11656,Hyderabad
2021,Maruti,Maruti Baleno DELTA PETROL 1.2,21296,Petrol,1st owner,Manual,6.46,12629,Hyderabad
2017,Maruti,Maruti Dzire ZXI PLUS AMT,86469,Petrol,1st owner,Manual,5.25,10260,Hyderabad
2021,Tata,Tata NEXON XZ PLUS PETROL SUNROOF,11710,Petrol,1st owner,Manual,8.94,17016,Hyderabad
2015,Maruti,Maruti Wagon R 1.0 LXI CNG,67229,CNG,2nd owner,Manual,3.43,9033,Hyderabad
2017,Honda,Honda Jazz 1.2L I-VTEC V,90460,Petrol,1st owner,Manual,3.84,7507,Hyderabad
2022,Tata,Tata PUNCH CREATIVE AMT 1.2 RTN DUAL TONE,3874,Petrol,1st owner,Manual,7.7,15059,Hyderabad
2016,Maruti,Maruti Ertiga VDI SHVS,61867,Diesel,1st owner,Manual,7.13,13944,Hyderabad
2015,Hyundai,Hyundai Elite i20 SPORTZ 1.2,54523,Petrol,1st owner,Manual,4.33,8465,Hyderabad
2022,Hyundai,Hyundai GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT,18900,Petrol,1st owner,Automatic,5.9,11538,Hyderabad
2017,Maruti,Maruti IGNIS DELTA 1.2,68349,Petrol,1st owner,Manual,3.96,7742,Hyderabad
2018,Tata,Tata NEXON XM PETROL,30412,Petrol,1st owner,Manual,5.96,11652,Hyderabad
2021,Maruti,Maruti New Wagon-R LXI CNG (O) 1.0,50602,CNG,1st owner,Manual,5.65,11046,Hyderabad
2019,Renault,Renault TRIBER RXZ,17238,Petrol,1st owner,Manual,5.64,11026,Hyderabad
2017,Honda,Honda City 1.5L I-VTEC ZX CVT,63064,Petrol,1st owner,Automatic,7.71,15073,Hyderabad
2020,Tata,Tata ALTROZ XZ PETROL,22541,Petrol,1st owner,Manual,6.51,12733,Hyderabad
2021,MG,MG HECTOR SHARP 2.0 DIESEL,16683,Diesel,2nd owner,Manual,15.1,28741,Hyderabad
2018,Maruti,Maruti Ciaz ALPHA AT 1.4 PETROL,53134,Petrol,1st owner,Automatic,6.79,13279,Hyderabad
2018,Hyundai,Hyundai Creta SX AT 1.6 PETROL,33703,Petrol,2nd owner,Automatic,9.2,17511,Hyderabad
2018,Honda,Honda City 1.5L I-VTEC VX CVT,92721,Petrol,1st owner,Automatic,7.58,14819,Hyderabad
2016,Maruti,Maruti Baleno ZETA PETROL 1.2,61944,Petrol,2nd owner,Manual,4.37,8543,Hyderabad
2022,Hyundai,Hyundai Creta SX 1.5 PETROL,20351,Petrol,1st owner,Manual,13.04,24820,Hyderabad
2019,Hyundai,Hyundai NEW SANTRO SPORTZ AMT,32784,Petrol,1st owner,Manual,4.28,8367,Hyderabad
2015,Hyundai,Hyundai Elite i20 SPORTZ 1.2,61158,Petrol,1st owner,Manual,4.41,8613,Hyderabad
2019,Tata,Tata NEXON XZA PLUS DIESEL,39691,Diesel,1st owner,Manual,8.38,15951,Hyderabad
2019,Maruti,Maruti Baleno ZETA CVT PETROL 1.2,50512,Petrol,1st owner,Automatic,6.3,12317,Hyderabad
2017,Skoda,Skoda Rapid STYLE 1.5 TDI AT,110380,Diesel,1st owner,Automatic,6.58,14637,Hyderabad
2016,Hyundai,Hyundai Elite i20 ASTA 1.2,35276,Petrol,1st owner,Manual,5.08,9931,Hyderabad
2022,Renault,Renault TRIBER RXT AMT,19575,Petrol,1st owner,Manual,6.53,12766,Hyderabad
2022,Tata,Tata TIGOR XZ PLUS CNG DUAL TONE,13590,CNG,1st owner,Manual,7.12,13924,Hyderabad
2012,Hyundai,Hyundai i10 MAGNA 1.2,50258,Petrol,1st owner,Manual,2.1,6975,Hyderabad
2015,Hyundai,Hyundai Elite i20 SPORTZ 1.2,18761,Petrol,1st owner,Manual,4.8,9384,Hyderabad
2022,Hyundai,Hyundai AURA S 1.2 CNG,22938,CNG,1st owner,Manual,7.23,14135,Hyderabad
2017,Maruti,Maruti Dzire VXI,51419,Petrol,1st owner,Manual,4.84,9462,Hyderabad
2017,Maruti,Maruti Baleno ZETA CVT PETROL 1.2,65882,Petrol,2nd owner,Automatic,5.2,10166,Hyderabad
2012,Maruti,Maruti Wagon R 1.0 LXI CNG,47281,CNG,2nd owner,Manual,2.36,20968,Hyderabad
2017,Maruti,Maruti Baleno ZETA PETROL 1.2,28755,Petrol,1st owner,Manual,5.12,10010,Hyderabad
2013,Hyundai,Hyundai Verna FLUIDIC 1.6 VTVT SX,28229,Petrol,1st owner,Automatic,3.97,10455,Hyderabad
2015,Hyundai,Hyundai Xcent SX 1.2,67032,Petrol,1st owner,Manual,4.03,7879,Hyderabad
2016,Maruti,Maruti Ciaz ZXI,82952,Petrol,1st owner,Manual,5.32,10401,Hyderabad
2022,Tata,Tata Safari XZA PLUS GOLD,25440,Diesel,2nd owner,Manual,19.54,37193,Hyderabad
2015,Honda,Honda City 1.5L I-VTEC SV CVT,92417,Petrol,2nd owner,Automatic,4.74,9272,Hyderabad
2022,Maruti,Maruti S PRESSO VXI+,12255,Petrol,1st owner,Manual,4.36,8524,Hyderabad
2019,Honda,Honda City 1.5L I-VTEC V MT,26740,Petrol,1st owner,Manual,7.69,15034,Hyderabad
2017,Maruti,Maruti Wagon R 1.0 VXI + (O) AMT,55037,Petrol,2nd owner,Manual,3.9,7620,Hyderabad
2016,Hyundai,Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,55234,Petrol,2nd owner,Automatic,3.78,7390,Hyderabad
2016,Hyundai,Hyundai Creta SX PLUS AT 1.6 PETROL,114749,Petrol,1st owner,Automatic,7.66,17043,Hyderabad
2019,Renault,Renault Kwid RXT 1.0 (O),13211,Petrol,1st owner,Manual,3.7,7234,Hyderabad
2018,Maruti,Maruti Celerio ZXI AMT (O),51465,Petrol,1st owner,Manual,3.88,7585,Hyderabad
2016,Hyundai,Hyundai Elite i20 ASTA 1.2,45223,Petrol,1st owner,Manual,5.08,9939,Hyderabad
2017,Honda,Honda Jazz 1.2L I-VTEC V AT,24056,Petrol,1st owner,Automatic,5.1,9970,Hyderabad
2018,Maruti,Maruti Ciaz DELTA 1.4 MT PETROL,66909,Petrol,1st owner,Manual,5.49,10733,Hyderabad
2013,Honda,Honda Amaze 1.2L I-VTEC S,47742,Petrol,1st owner,Manual,2.78,7321,Hyderabad
2023,Tata,Tata Tiago XZ PLUS CNG,17267,CNG,1st owner,Manual,7.04,13763,Hyderabad
2016,Maruti,Maruti Baleno ZETA PETROL 1.2,56642,Petrol,2nd owner,Manual,4.5,8798,Hyderabad
2015,Honda,Honda City 1.5L I-VTEC VX CVT,106251,Petrol,1st owner,Automatic,4.91,10922,Hyderabad
2019,Toyota,Toyota Glanza V CVT,88253,Petrol,1st owner,Automatic,6.26,12242,Hyderabad
2019,Maruti,Maruti S PRESSO VXI+,25804,Petrol,1st owner,Manual,3.76,7351,Hyderabad
2018,Hyundai,Hyundai Creta SX (O) 1.6 DIESEL,45296,Diesel,2nd owner,Manual,9.89,18825,Hyderabad
2014,Renault,Renault Duster 110 PS RXZ 4X4 MT DIESEL,106295,Diesel,1st owner,Manual,4.74,12482,Hyderabad
2017,Honda,Honda Jazz 1.2L I-VTEC V AT,51002,Petrol,1st owner,Automatic,5.0,9782,Hyderabad
2019,Tata,Tata NEXON XZA PLUS PETROL,23724,Petrol,1st owner,Manual,8.1,15411,Hyderabad
2013,Honda,Honda City 1.5L I-VTEC V AT SUNROOF,114163,Petrol,2nd owner,Automatic,3.93,10354,Hyderabad
2019,Ford,Ford Ecosport TITANIUM + 1.5L PETROL AT,78468,Petrol,1st owner,Automatic,7.3,14277,Hyderabad
2021,Honda,Honda Amaze 1.2L I-VTEC VX,25169,Petrol,1st owner,Manual,7.1,13885,Hyderabad
2017,Honda,Honda WR-V 1.2L I-VTEC S MT,61780,Petrol,1st owner,Manual,5.11,9990,Hyderabad
2017,Hyundai,Hyundai Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT,35763,Petrol,1st owner,Automatic,4.94,9662,Hyderabad
2023,Hyundai,Hyundai AURA SX PLUS 1.2 AMT,5271,Petrol,1st owner,Manual,7.91,15460,Hyderabad
2017,Maruti,Maruti Baleno DELTA DIESEL 1.3,90794,Diesel,1st owner,Manual,5.26,10283,Hyderabad
2018,Maruti,Maruti Ciaz ZETA DIESEL 1.3,80983,Diesel,2nd owner,Manual,6.34,12395,Hyderabad
2016,Honda,Honda Jazz 1.2L I-VTEC V AT,52714,Petrol,2nd owner,Automatic,4.55,8895,Hyderabad
2017,Maruti,Maruti Celerio ZXI,32740,Petrol,2nd owner,Manual,3.67,7175,Hyderabad
2016,Maruti,Maruti Ertiga VDI SHVS,60503,Diesel,1st owner,Manual,7.37,14408,Hyderabad
2016,Maruti,Maruti Swift ZXI,29383,Petrol,1st owner,Manual,4.7,9196,Hyderabad
2023,Tata,Tata ALTROZ XZA,9757,Petrol,2nd owner,Manual,7.78,15210,Hyderabad
2019,Mahindra,Mahindra XUV300 W8 1.2 PETROL,48413,Petrol,1st owner,Manual,7.22,14115,Hyderabad
2015,Maruti,Maruti Swift VXI,29728,Petrol,1st owner,Manual,3.97,7763,Hyderabad
2013,Maruti,Maruti Swift Dzire VXI,36884,Petrol,1st owner,Manual,3.19,8400,Hyderabad
2013,Maruti,Maruti Ertiga VXI CNG,93025,CNG,1st owner,Manual,5.53,26032,Hyderabad
2020,Tata,Tata ALTROZ XZ PETROL,17774,Petrol,1st owner,Manual,6.5,12708,Hyderabad
2017,Maruti,Maruti Vitara Brezza ZDI,79709,Diesel,1st owner,Manual,6.74,13177,Hyderabad
2015,Hyundai,Hyundai Elite i20 MAGNA 1.2,34907,Petrol,1st owner,Manual,4.46,8719,Hyderabad
2013,Maruti,Maruti Ertiga VXI,63016,Petrol,1st owner,Manual,4.95,13035,Hyderabad
2019,Honda,Honda Amaze 1.2L I-VTEC V CVT,36147,Petrol,1st owner,Automatic,6.62,12942,Hyderabad
2022,Honda,Honda City 1.5L I-VTEC ZX CVT,31078,Petrol,1st owner,Automatic,11.17,21261,Hyderabad
2021,MG,MG HECTOR SHARP 2.0 DIESEL,40433,Diesel,1st owner,Manual,15.03,28608,Hyderabad
2014,Hyundai,Hyundai Xcent S 1.2,71541,Petrol,1st owner,Manual,3.53,7852,Hyderabad
2015,Hyundai,Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,40149,Petrol,3rd owner,Automatic,3.39,6629,Hyderabad
2017,Maruti,Maruti Wagon R 1.0 LXI CNG,69150,CNG,2nd owner,Manual,3.82,7468,Hyderabad
2015,Maruti,Maruti Wagon R 1.0 LXI CNG,100499,CNG,2nd owner,Manual,3.03,7979,Hyderabad
2016,Hyundai,Hyundai Eon ERA +,24103,Petrol,2nd owner,Manual,2.24,4379,Hyderabad
2017,Maruti,Maruti Swift Dzire VXI,20957,Petrol,1st owner,Manual,4.79,9360,Hyderabad
2014,Hyundai,Hyundai Elite i20 ASTA 1.2,82613,Petrol,2nd owner,Manual,3.76,8367,Hyderabad
2015,Nissan,Nissan Micra XV CVT,63127,Petrol,1st owner,Automatic,2.99,5846,Hyderabad
2019,Honda,Honda City 1.5L I-VTEC ZX,30346,Petrol,1st owner,Manual,7.8,15249,Hyderabad
2022,Hyundai,Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,16319,Petrol,1st owner,Manual,6.56,12825,Hyderabad
2021,Mahindra,Mahindra Thar LX PETROL HT 4WD AT,21099,Petrol,1st owner,Automatic,13.64,25962,Hyderabad
2016,Maruti,Maruti Ertiga VXI CNG,99311,CNG,1st owner,Manual,6.68,14856,Hyderabad
2014,Hyundai,Hyundai Verna FLUIDIC 1.6 VTVT SX,70285,Petrol,1st owner,Automatic,4.05,9009,Hyderabad
2013,Honda,Honda City 1.5L I-VTEC S MT,36448,Petrol,1st owner,Manual,3.89,10244,Hyderabad
2018,Honda,Honda BR-V 1.5L I-VTEC VX,39720,Petrol,3rd owner,Manual,6.73,13157,Hyderabad
2019,Renault,Renault TRIBER RXT,75177,Petrol,1st owner,Manual,4.83,9443,Hyderabad
2022,Renault,Renault Kwid CLIMBER MT 1.0,19908,Petrol,1st owner,Manual,4.43,8661,Hyderabad
2020,Maruti,Maruti Baleno ALPHA PETROL 1.2,19942,Petrol,1st owner,Manual,6.93,13548,Hyderabad
2020,KIA,KIA SELTOS HTK PLUS 1.5,50512,Petrol,1st owner,Manual,9.09,17302,Hyderabad
2014,Hyundai,Hyundai Elite i20 MAGNA 1.2,77153,Petrol,1st owner,Manual,3.52,7830,Hyderabad
2018,Maruti,Maruti Dzire ZXI,13837,Petrol,2nd owner,Manual,5.35,10450,Hyderabad
2021,Maruti,Maruti Baleno ZETA PETROL 1.2,19562,Petrol,2nd owner,Manual,6.48,12675,Hyderabad
2022,Tata,Tata NEXON XZ PLUS (PREMIUM) PETROL JET,6357,Petrol,1st owner,Manual,10.9,20747,Hyderabad
2016,Ford,Ford Ecosport TITANIUM 1.5L PETROL AT,49017,Petrol,2nd owner,Automatic,5.1,9971,Hyderabad
2018,Maruti,Maruti Alto 800 VXI,5350,Petrol,1st owner,Manual,2.92,5709,Hyderabad
2015,Volkswagen,Volkswagen Vento HIGHLINE 1.6 MPI,23675,Petrol,2nd owner,Manual,4.02,7859,Hyderabad
2016,Maruti,Maruti Alto 800 LXI,45310,Petrol,1st owner,Manual,2.46,4809,Hyderabad
2018,Hyundai,Hyundai Grand i10 SPORTZ AT 1.2 KAPPA VTVT,16395,Petrol,1st owner,Automatic,5.01,9795,Hyderabad
2018,Maruti,Maruti Baleno DELTA PETROL 1.2,67513,Petrol,1st owner,Manual,4.49,8778,Hyderabad
2020,Renault,Renault Kwid RXT 1.0 (O),28537,Petrol,1st owner,Manual,4.12,8055,Hyderabad
2015,Hyundai,Hyundai Elite i20 ASTA 1.2,39935,Petrol,1st owner,Manual,4.68,9149,Hyderabad
2014,Hyundai,Hyundai Xcent SX AT 1.2 (O),25599,Petrol,1st owner,Automatic,4.07,9053,Hyderabad
2017,Honda,Honda WR-V 1.2L I-VTEC VX MT,42473,Petrol,1st owner,Manual,5.89,11515,Hyderabad
2018,Hyundai,Hyundai Creta E PLUS 1.6 PETROL,54043,Petrol,1st owner,Manual,7.48,14629,Hyderabad
2014,Hyundai,Hyundai Xcent S 1.2,69853,Petrol,1st owner,Manual,3.64,8104,Hyderabad
2018,Maruti,Maruti Ciaz ALPHA AT 1.5 SHVS PETROL,94106,Petrol,1st owner,Automatic,6.93,13541,Hyderabad
2016,Hyundai,Hyundai Grand i10 ASTA (O) 1.2 KAPPA VTVT,16916,Petrol,1st owner,Automatic,4.59,8974,Hyderabad
2021,Maruti,Maruti S PRESSO VXI+,13726,Petrol,2nd owner,Manual,3.75,7331,Hyderabad
2015,Skoda,Skoda Rapid AMBITION 1.6 MPI MT PLUS,56456,Petrol,1st owner,Manual,4.11,8035,Hyderabad
