YOM,Brand,Car_Name,Kms_Driven,Fuel_Type,Owner_Type,Transmission_Type,Price_in_Lakhs,Emi_per_Month,Location
2014,Volkswagen,Volkswagen Polo COMFORTLINE 1.2L,62703,Petrol,1st owner,Manual,3.71,8253,Hyderabad
2014,Maruti,Maruti Ertiga VXI,99800,Petrol,2nd owner,Manual,4.51,10032,New Delhi
2014,Honda,Honda Brio S MT,49345,Petrol,2nd owner,Manual,3.59,7986,Banglore
2014,Volkswagen,Volkswagen Vento HIGHLINE PETROL AT,73260,Petrol,1st owner,Automatic,5.26,11701,Banglore
2014,Volkswagen,Volkswagen Vento HIGHLINE PETROL AT,68877,Petrol,1st owner,Automatic,4.11,9142,Mumbai
2014,Maruti,Maruti Swift VXI,32389,Petrol,1st owner,Manual,3.7,8231,Mumbai
2014,Honda,Honda City 1.5L I-VTEC V MT,73554,Petrol,1st owner,Manual,5.48,12192,Banglore
2014,Maruti,Maruti Ertiga VXI CNG,69928,CNG,1st owner,Manual,5.89,19573,Mumbai
2014,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,44269,CNG,1st owner,Automatic,3.48,11567,New Delhi
2014,Maruti,Maruti Swift Dzire VXI,45963,Petrol,2nd owner,Manual,3.52,7830,Mumbai
2014,Mahindra,Mahindra XUV500 W6,54136,Diesel,1st owner,Manual,7.83,20619,Banglore
2014,Maruti,Maruti Wagon R 1.0 LXI CNG,61517,CNG,1st owner,Manual,3.15,10471,Mumbai
2014,Maruti,Maruti Swift Dzire ZXI,37126,Petrol,1st owner,Manual,4.3,9557,Mumbai
2014,Maruti,Maruti Celerio VXI,64498,Petrol,2nd owner,Manual,3.63,8075,Banglore
2014,Hyundai,Hyundai Santro Xing GL PLUS,44797,Petrol,2nd owner,Manual,2.25,5005,New Delhi
2014,Maruti,Maruti Alto K10 VXI AMT,39243,Petrol,2nd owner,Manual,2.43,5405,Mumbai
2014,Honda,Honda Amaze 1.2L I-VTEC S,86775,Petrol,1st owner,Manual,3.42,7608,Mumbai
2014,Hyundai,Hyundai Xcent S 1.2,33708,Petrol,1st owner,Manual,3.66,8141,Mumbai
2014,Maruti,Maruti Alto K10 VXI AMT,71297,Petrol,1st owner,Manual,2.61,5805,New Delhi
2014,Honda,Honda City 1.5L I-VTEC VX,45453,Petrol,1st owner,Manual,5.13,11411,Mumbai
2014,Maruti,Maruti Wagon R 1.0 VXI,99973,Petrol,1st owner,Manual,2.57,5717,New Delhi
2014,Hyundai,Hyundai Elite i20 SPORTZ 1.2,37447,Petrol,1st owner,Manual,5.19,11547,Banglore
2014,Maruti,Maruti Ertiga VXI CNG,97426,CNG,1st owner,Manual,5.3,17614,New Delhi
2014,Hyundai,Hyundai i20 SPORTZ 1.2,54276,Petrol,1st owner,Manual,3.39,7541,New Delhi
2014,Maruti,Maruti Wagon R 1.0 VXI,64194,Petrol,2nd owner,Manual,3.36,7474,Banglore
2014,Maruti,Maruti Wagon R 1.0 LXI,58154,Petrol,2nd owner,Manual,2.53,5628,New Delhi
2014,Honda,Honda City 1.5L I-VTEC VX,79414,Petrol,1st owner,Manual,4.99,11100,Mumbai
2014,Maruti,Maruti Wagon R 1.0 LXI CNG,55561,CNG,1st owner,Manual,3.11,10322,Mumbai
2014,Maruti,Maruti Ertiga VDI,59353,Diesel,1st owner,Manual,5.89,15511,Mumbai
2014,Honda,Honda City 1.5L I-VTEC SV,54836,Petrol,2nd owner,Manual,4.25,9454,Mumbai
2014,Maruti,Maruti Wagon R 1.0 LXI CNG,123047,CNG,2nd owner,Manual,2.68,8901,Mumbai
2014,Maruti,Maruti Wagon R 1.0 VXI,49629,Petrol,2nd owner,Manual,2.65,5895,Mumbai
2014,Hyundai,Hyundai Xcent SX 1.2,60133,Petrol,2nd owner,Manual,3.55,7897,New Delhi
2014,Hyundai,Hyundai Xcent S 1.2,69853,Petrol,1st owner,Manual,3.64,8104,Mumbai
2014,Hyundai,Hyundai Xcent SX AT 1.2 (O),25599,Petrol,1st owner,Automatic,4.07,9053,Mumbai
2014,Hyundai,Hyundai Elite i20 MAGNA 1.2,77153,Petrol,1st owner,Manual,3.52,7830,Mumbai
2014,Hyundai,Hyundai Verna FLUIDIC 1.6 VTVT SX,70285,Petrol,1st owner,Automatic,4.05,9009,Mumbai
2014,Hyundai,Hyundai Elite i20 ASTA 1.2,82613,Petrol,2nd owner,Manual,3.76,8367,Mumbai
2014,Maruti,Maruti Celerio VXI,34496,Petrol,1st owner,Manual,3.15,7007,Mumbai
2014,Honda,Honda City 1.5L I-VTEC VX,47299,Petrol,1st owner,Manual,5.29,11767,Mumbai
2014,Hyundai,Hyundai Xcent S 1.2,71541,Petrol,1st owner,Manual,3.53,7852,Mumbai
2014,Hyundai,Hyundai Verna FLUIDIC 1.6 VTVT SX,75381,Petrol,1st owner,Automatic,5.22,11612,Banglore
2014,Hyundai,Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT,16780,Petrol,2nd owner,Automatic,4.36,9697,Banglore
